"","P","Alder","B.Ar","EL.Kar","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"2494",9200000,255,1764,1,2,418.26,4,"Fritt salg","Frittliggende enebolig",1,"135.0",0,0,0,0,1,0,0,3,"270.0","0.0","270.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-23,"4601/166/445/NA","4601","166","445","NA",139298144,"Øvre Korskirkeallmenningen 19 A","øvre korskirkeallmenningen",19,"A","H0201","5017","Småhus",462629,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734590.68","-31586.35"
"2497",9200000,255,1764,1,2,418.26,4,"Fritt salg","Frittliggende enebolig",1,"135.0",0,0,0,0,1,0,0,3,"270.0","0.0","270.0","0.0",1,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-23,"4601/166/445/NA","4601","166","445","NA",139298144,"Øvre Korskirkeallmenningen 19 A","øvre korskirkeallmenningen",19,"A","H0201","5017","Småhus",462629,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734590.68","-31586.35"
"2500",9200000,255,1764,1,2,418.26,4,"Fritt salg","Frittliggende enebolig",1,"135.0",0,0,0,0,1,0,0,3,"270.0","0.0","270.0","0.0",1,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-23,"4601/166/445/NA","4601","166","445","NA",139298144,"Øvre Korskirkeallmenningen 19 A","øvre korskirkeallmenningen",19,"A","H0201","5017","Småhus",462629,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734590.68","-31586.35"
"2503",3150000,1,2018,5,2,135.26,4,"Fritt salg","Frittliggende enebolig",1,"866.9",0,0,0,0,0,0,0,1,"121.0","0.0","121.0","101.0",0,1,1,"121.0",9,3,3,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-05,"4626/20/314/NA","4626","20","314","NA",300590044,"Midtfjellet 66","midtfjellet",66,NA,"H0101","5363","Småhus",633756,"Enebolig","Bolig","Bolig","6734430.59","-50442.78"
"2505",3850000,119,1900,1,3,382.65,2,"Fritt salg","Blokkleilighet",1,"352.4",0,0,0,0,0,0,0,9,"1295.0","0.0","1295.0","0.0",1,1,1,"103.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-11,"4601/164/347/1","4601","164","347","1",139276906,"Thormøhlens gate 26","thormøhlens gate",26,NA,"H0101","5006","Boligblokker",655392,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733336.15","-32191.42"
"2506",6560000,119,1900,1,3,382.65,2,"Fritt salg","Blokkleilighet",1,"352.4",0,0,0,0,0,0,0,9,"1295.0","0.0","1295.0","0.0",1,3,1,"108.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-23,"4601/164/347/5","4601","164","347","5",139276906,"Thormøhlens gate 26","thormøhlens gate",26,NA,"H0101","5006","Boligblokker",854188,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733336.15","-32191.42"
"2508",5075000,28,1991,4,3,182.97,4,"Fritt salg","Frittliggende enebolig",1,"672.1",0,0,0,0,0,0,0,1,"212.0","0.0","212.0","0.0",0,1,1,"212.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-06,"4601/143/779/NA","4601","143","779","NA",9517219,"Øvre Krabbedalen 6","øvre krabbedalen",6,NA,"H0101","5178","Småhus",506381,"Enebolig","Bolig","Bolig","6733845.29","-37569.87"
"2513",4450000,116,1903,1,2,424.39,2,"Fritt salg","Blokkleilighet",1,"144.2",0,0,0,0,1,0,0,7,"523.0","0.0","523.0","0.0",0,4,1,"117.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-05,"4601/167/730/7","4601","167","730","7",139315839,"Baglergaten 6","baglergaten",6,NA,"H0401","5032","Boligblokker",893202,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735265.01","-31845.3"
"2515",3850000,55,1964,1,2,471,4,"Fritt salg","Frittliggende enebolig",2,"476.6",0,0,0,0,0,0,0,2,"122.0","0.0","122.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04,"4601/149/630/NA","4601","149","630","NA",139618939,"Nygårdslien 25","nygårdslien",25,NA,NA,"5164","Småhus",775615,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6733484.81","-34941.22"
"2517",3850000,55,1964,1,2,471,4,"Fritt salg","Frittliggende enebolig",2,"476.6",0,0,0,0,0,0,0,2,"122.0","0.0","122.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04,"4601/149/630/NA","4601","149","630","NA",139618939,"Nygårdslien 25","nygårdslien",25,NA,NA,"5164","Småhus",775615,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6733484.81","-34941.22"
"2519",3100000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,7,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-30,"4626/35/388/68","4626","35","388","68",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",129413,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2521",3600000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,5,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-23,"4626/35/388/59","4626","35","388","59",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",455963,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2523",3500000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,3,"100.0",3,1,2,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-31,"4626/35/388/15","4626","35","388","15",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",133502,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2525",2400000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,2,"50.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-04,"4626/35/388/72","4626","35","388","72",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",630877,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2534",2190000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,3,"49.0",1,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-02,"4626/35/388/23","4626","35","388","23",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",388940,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2538",3380000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,7,"93.0",3,1,2,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-18,"4626/35/388/14","4626","35","388","14",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"C","H0309","5353","Boligblokker",692567,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2549",2350000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,3,9,"60.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-12,"4626/35/388/84","4626","35","388","84",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",441169,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2558",3500000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,1,"73.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-21,"4626/35/388/1","4626","35","388","1",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",86088,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2562",2600000,2,2017,6,4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,2,"63.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-25,"4626/35/388/22","4626","35","388","22",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",1271071,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2563",2690000,8,2011,6,1,129.96,4,"Fritt salg","Rekkehus/kjede",1,"9203.5",1,0,0,0,0,0,0,2,"184.0","0.0","184.0","90.0",0,2,1,"109.0",5,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q1",2019-02-19,"4626/27/614/14","4626","27","614","14",300121503,"Valderhaug 75 B","valderhaug",75,"B","H0201","5363","Småhus",211899,"Rekkehus","Bolig","Bolig","6738327.15","-49934.9"
"2565",4725000,19,2000,5,2,161.12,4,"Fritt salg","Rekkehus/kjede",1,"151.8",0,0,0,0,0,0,0,1,"138.0","0.0","138.0","0.0",0,1,1,"138.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-21,"4601/35/606/NA","4601","35","606","NA",20745215,"Dolvikhaugene 23","dolvikhaugene",23,NA,"H0101","5252","Småhus",342441,"Rekkehus","Bolig","Bolig","6725619.93","-36063.89"
"2571",5370000,8,2011,6,2,128.3,4,"Fritt salg","Tomannsbolig",1,"5537.9",1,0,0,0,0,0,0,1,"137.0","0.0","137.0","85.0",0,1,1,"137.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-28,"4601/34/403/2","4601","34","403","2",300184060,"Skranevegen 56B","skranevegen",56,"B",NA,"5252","Småhus",248751,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6725213.37","-36256.57"
"2573",3960000,2,2017,5,5,127.92,1,"Fritt salg","Blokkleilighet",1,"845.6",0,0,0,0,0,0,0,8,"1059.0","0.0","1059.0","477.0",0,1,3,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-03,"4601/160/913/3","4601","160","913","3",300560745,"Vilhelm Bjerknes' vei 58 E","vilhelm bjerknes' vei",58,"E","H0103","5081","Boligblokker",397204,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729068.79","-30730.13"
"2574",5100000,2,2017,5,5,127.92,1,"Fritt salg","Blokkleilighet",1,"845.6",0,0,0,0,0,0,0,8,"1059.0","0.0","1059.0","477.0",0,2,4,"88.0",3,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-25,"4601/160/913/8","4601","160","913","8",300560745,"Vilhelm Bjerknes' vei 58 E","vilhelm bjerknes' vei",58,"E","H0103","5081","Boligblokker",107375,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729068.79","-30730.13"
"2576",2740000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-02,"4601/123/609/41","4601","123","609","41",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",9432,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2580",2740000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,3,6,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-02,"4601/123/609/16","4601","123","609","16",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",9432,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2584",4250000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,3,8,"84.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-12,"4601/123/609/14","4601","123","609","14",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",178544,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2588",3180000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,4,6,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04,"4601/123/609/24","4601","123","609","24",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",398867,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2592",2890000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,1,3,"59.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-02,"4601/123/609/3","4601","123","609","3",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",385275,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2597",2790000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,2,3,"60.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-31,"4601/123/609/11","4601","123","609","11",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",130136,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2602",4190000,1,2018,5,5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,6,5,"71.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-15,"4601/123/609/36","4601","123","609","36",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",940335,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2612",2150000,4,2015,6,1,112.69,4,"Fritt salg","Blokkleilighet",1,"2439.5",0,0,0,0,0,0,0,4,"304.0","0.0","304.0","184.0",0,1,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2019,"2019Q1",2019-03-26,"4624/72/36/7","4624","72","36","7",300407868,"Eidsvegen 67 A","eidsvegen",67,"A","H0101","5211","Småhus",360302,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713301.49","-23447.52"
"2618",3950000,10,2009,5,5,118.26,1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,0,15,"5131.0","0.0","5131.0","1.0",0,1,6,"86.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-10,"4601/163/485/6","4601","163","485","6",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1480509,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732342.1","-30269.32"
"2619",2550000,24,1995,3,2,222.07,4,"Fritt salg","Tomannsbolig",1,"1079.3",0,0,0,0,0,0,0,2,"196.0","0.0","196.0","0.0",0,1,1,"98.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-05,"4631/134/341/1","4631","134","341","1",19227014,"Kalvatræ 5","kalvatræ",5,NA,"H0101","5911","Småhus",267101,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6754998.57","-34468.18"
"2620",2e+06,56,1963,1,2,322.18,1,"Fritt salg","Uoppgitt",1,"492.1",0,0,0,0,0,0,0,4,"469.0","0.0","469.0","0.0",0,1,3,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-03,"4601/157/126/6","4601","157","126","6",139637488,"Nylundsveien 37","nylundsveien",37,NA,"H0202","5162","Boligblokker",12920,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733363.56","-32961.15"
"2621",3e+06,56,1963,1,2,322.18,1,"Fritt salg","Blokkleilighet",1,"492.1",0,0,0,0,0,0,0,4,"469.0","0.0","469.0","0.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04,"4601/157/126/4","4601","157","126","4",139637488,"Nylundsveien 37","nylundsveien",37,NA,"H0202","5162","Boligblokker",403590,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733363.56","-32961.15"
"2625",2880000,33,1986,4,3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-01,"4601/49/295/99","4601","49","295","99",9432655,"Vallalia 125","vallalia",125,NA,"H0201","5227","Småhus",255373,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2626",2980000,33,1986,4,3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-15,"4601/49/295/75","4601","49","295","75",9432655,"Vallalia 125","vallalia",165,NA,"H0201","5227","Småhus",61701,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2627",2750000,33,1986,4,3,201.39,1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02,"4601/49/295/72","4601","49","295","72",9432655,"Vallalia 125","vallalia",159,NA,"H0201","5227","Småhus",1012998,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2642",2950000,33,1986,4,3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-04,"4601/49/295/91","4601","49","295","91",9432655,"Vallalia 125","vallalia",141,NA,"H0201","5227","Småhus",778280,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2645",2975000,33,1986,4,3,201.39,1,"Fritt salg","Uoppgitt",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-05,"4601/49/295/81","4601","49","295","81",9432655,"Vallalia 125","vallalia",177,NA,"H0201","5227","Småhus",1465465,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2647",2850000,33,1986,4,3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-01,"4601/49/295/66","4601","49","295","66",9432655,"Vallalia 125","vallalia",147,NA,"H0201","5227","Småhus",884723,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2651",2870000,33,1986,4,3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-19,"4601/49/295/89","4601","49","295","89",9432655,"Vallalia 125","vallalia",193,NA,"H0201","5227","Småhus",698125,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2655",3600000,5,2014,5,1,109.14,4,"Fritt salg","Blokkleilighet",1,"9427.9",1,0,0,0,0,0,0,18,"1770.0","0.0","1770.0","890.0",0,1,1,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-18,"4601/42/710/19","4601","42","710","19",300343676,"Sundts veg 11 F","sundts veg",11,"B","H0101","5221","Boligblokker",76897,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725871.59","-32144.06"
"2666",4250000,5,2014,5,1,109.14,4,"Fritt salg","Blokkleilighet",1,"9427.9",1,0,0,0,0,0,0,18,"1770.0","0.0","1770.0","890.0",0,3,5,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-03,"4601/42/710/32","4601","42","710","32",300343676,"Sundts veg 11 F","sundts veg",11,"A","H0101","5221","Boligblokker",502887,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725871.59","-32144.06"
"2669",2750000,89,1930,1,3,449.35,4,"Fritt salg","Tomannsbolig",1,"2231.1",0,0,0,0,0,0,0,1,"0.0","0.0","0.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-08-28,"4601/74/75/NA","4601","74","75","NA",172959229,"Fortunbakkane 42","fortunbakkane",42,NA,"H0101","5229","Småhus",996632,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6718815.91","-28199.0"
"2671",3800000,4,2015,6,2,131.23,4,"Fritt salg","Rekkehus/kjede",1,"399.4",0,0,0,0,0,0,0,1,"106.0","0.0","106.0","86.0",0,1,1,"106.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-03,"4601/170/366/NA","4601","170","366","NA",300422309,"Litlaskarstien 11","litlaskarstien",11,NA,NA,"5111","Småhus",394332,"Rekkehus","Bolig","Bolig","6744677.1","-26987.21"
"2680",2320000,26,1993,2,2,192.1,1,"Fritt salg","Blokkleilighet",1,"3628.7",1,0,0,0,0,0,0,6,"537.0","0.0","537.0","0.0",0,1,1,"69.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-26,"4601/161/1285/6","4601","161","1285","6",9522212,"Landåsveien 62 E","landåsveien",62,"B","H0301","5097","Boligblokker",1128385,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6730541.12","-29752.47"
