"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"3841",2360000,83,1937,1,"Red",413.95,"Mur/tegl","Fritt salg","Annet",1,"333.1",0,0,0,0,0,0,0,6,"360.0","0.0","360.0","115.0",0,2,2,"47.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-08,"4601/158/704/4","4601","158","704","4",139218892,"Nordre Skogveien 69","nordre skogveien",69,NA,"H0102","5057","Boligblokker",2560046,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732816.37","-32321.33"
"3850",7e+06,4,2016,4,"Green",145.91,"Betong","Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,0,15,"1250.0","0.0","1250.0","400.0",0,3,2,"138.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-04,"4601/116/264/36","4601","116","264","36",300427506,"Sandsliåsen 47","sandsliåsen",47,NA,"U0104","5254","Boligblokker",2183088,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05"
"3861",2050000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,1,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-18,"4624/34/647/11","4624","34","647","11",300326969,"Skeisbotnen 60 C","skeisbotnen",62,"B","H0201","5217","Boligblokker",2885281,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3869",2850000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,1,1,"95.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-10,"4624/34/647/13","4624","34","647","13",300326969,"Skeisbotnen 60 C","skeisbotnen",64,"B","H0201","5217","Boligblokker",2089823,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3871",2050000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,2,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05,"4624/34/647/22","4624","34","647","22",300326969,"Skeisbotnen 60 C","skeisbotnen",64,"C","H0201","5217","Boligblokker",2071077,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3872",2050000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,1,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-12,"4624/34/647/15","4624","34","647","15",300326969,"Skeisbotnen 60 C","skeisbotnen",66,"B","H0201","5217","Boligblokker",2223750,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3874",2150000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,1,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-04,"4624/34/647/9","4624","34","647","9",300326969,"Skeisbotnen 60 C","skeisbotnen",60,"B","H0201","5217","Boligblokker",3279064,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3875",2150000,6,2014,4,"Orange",145.07,"Tre","Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,1,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-10,"4624/34/647/14","4624","34","647","14",300326969,"Skeisbotnen 60 C","skeisbotnen",64,"A","H0201","5217","Boligblokker",2850790,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75"
"3882",3900000,18,2002,4,"Red",147.41,"Betong","Fritt salg","Blokkleilighet",1,"6236.1",1,0,0,0,0,0,0,9,"801.0","0.0","801.0","0.0",0,3,1,"89.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-06,"4601/121/347/16","4601","121","347","16",20763795,"Nordåsdalen 41","nordåsdalen",41,NA,"H0201","5235","Boligblokker",2077929,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6724809.93","-33316.33"
"3899",1760000,78,1942,1,"Red",380.02,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,1,9,"33.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-29,"4601/154/459/24","4601","154","459","24",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",3097062,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51"
"3906",1940000,78,1942,1,"Red",380.02,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,1,6,"44.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-28,"4601/154/459/25","4601","154","459","25",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",2038074,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51"
"3909",1410000,78,1942,1,"Red",380.02,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,2,1,"22.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4601/154/459/1","4601","154","459","1",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",2245978,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51"
"3911",1550000,78,1942,1,"Red",380.02,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,2,14,"19.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-27,"4601/154/459/9","4601","154","459","9",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",2384663,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51"
"3924",2315000,83,1937,1,"Red",525.62,"Tre","Fritt salg","Blokkleilighet",1,"415.1",0,0,0,0,0,0,0,6,"308.0","0.0","308.0","93.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-10,"4601/158/714/4","4601","158","714","4",139218957,"Skoglien 7","skoglien",7,NA,"H0102","5056","Boligblokker",2089613,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6732700.13","-32286.48"
"3929",2600000,133,1887,1,"Red",473.79,"Mur/tegl","Fritt salg","Blokkleilighet",1,"158.8",0,0,0,0,1,0,0,13,"664.0","0.0","664.0","163.0",1,4,2,"30.0",1,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-18,"4601/165/617/11","4601","165","617","11",139289730,"Strangebakken 10","strangebakken",10,NA,"H0501","5011","Boligblokker",3510897,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734667.58","-32539.64"
"3932",2400000,133,1887,1,"Red",473.79,"Mur/tegl","Fritt salg","Blokkleilighet",1,"158.8",0,0,0,0,1,0,0,13,"664.0","0.0","664.0","163.0",1,2,3,"32.0",2,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-20,"4601/165/617/6","4601","165","617","6",139289730,"Strangebakken 10","strangebakken",10,NA,"H0501","5011","Boligblokker",2351516,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734667.58","-32539.64"
"3954",2710000,44,1976,2,"Red",219.77,"Mur/tegl","Fritt salg","Blokkleilighet",1,"175.1",0,0,0,0,1,0,0,10,"625.0","0.0","625.0","0.0",0,2,2,"44.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-03,"4601/167/663/4","4601","167","663","4",139315359,"Hans Hauges gate 1 B","hans hauges gate",1,"B","H0401","5033","Boligblokker",3432519,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6735231.55","-31793.18"
"3965",8450000,6,2014,5,"Green",109.33,"Betong","Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,4,1,"136.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-17,"4601/168/2112/16","4601","168","2112","16",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",3040264,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93"
"3971",3850000,6,2014,5,"Green",109.33,"Betong","Fritt salg","Blokkleilighet",1,"1167.9",0,0,0,0,0,0,0,24,"3224.0","0.0","3224.0","710.0",0,1,2,"65.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-05,"4601/168/2112/4","4601","168","2112","4",300266173,"Nyhavn 10 B","nyhavn",10,"B","H0502","5042","Boligblokker",2832177,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737152.67","-32594.93"
"4009",3700000,1,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,3,1,"63.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-11,"4601/116/273/12","4601","116","273","12",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",3011373,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4022",3525000,1,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,7,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-05,"4601/116/273/28","4601","116","273","28",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",2551301,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4028",3500000,3,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,1,"71.0",3,1,2,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-23,"4601/146/319/23","4601","146","319","23",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",2257259,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4048",5500000,140,1880,1,"Red",427.88,"Betong","Fritt salg","Blokkleilighet",1,"152.6",0,0,0,0,0,0,0,8,"461.0","0.0","461.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Loft","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-31,"4601/164/622/8","4601","164","622","8",139278852,"Rosenbergsgaten 40","rosenbergsgaten",40,NA,"H0301","5015","Boligblokker",2285961,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733937.03","-32132.67"
"4075",2490000,60,1960,1,"Orange",257.92,"Betong","Fritt salg","Blokkleilighet",1,"2585.1",0,0,0,0,0,0,0,16,"1514.0","0.0","1514.0","0.0",0,3,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-07,"4601/161/1208/26","4601","161","1208","26",139749308,"Sofus Madsens vei 11 A","sofus madsens vei",11,NA,"H0302","5097","Boligblokker",3448543,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729384.62","-30126.59"
"4078",3e+06,60,1960,1,"Orange",257.92,"Betong","Fritt salg","Blokkleilighet",1,"2585.1",0,0,0,0,0,0,0,16,"1514.0","0.0","1514.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-23,"4601/161/1208/25","4601","161","1208","25",139749308,"Sofus Madsens vei 11 A","sofus madsens vei",11,NA,"H0302","5097","Boligblokker",3066616,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729384.62","-30126.59"
"4079",2320000,60,1960,1,"Orange",257.92,"Betong","Fritt salg","Blokkleilighet",1,"2585.1",0,0,0,0,0,0,0,16,"1514.0","0.0","1514.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-06,"4601/161/1208/27","4601","161","1208","27",139749308,"Sofus Madsens vei 11 A","sofus madsens vei",11,"A","H0302","5097","Boligblokker",2201168,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729384.62","-30126.59"
"4088",2620000,60,1960,1,"Orange",257.92,"Betong","Fritt salg","Blokkleilighet",1,"2585.1",0,0,0,0,0,0,0,16,"1514.0","0.0","1514.0","0.0",0,4,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-08,"4601/161/1208/32","4601","161","1208","32",139749308,"Sofus Madsens vei 11 A","sofus madsens vei",11,"A","H0302","5097","Boligblokker",2716002,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729384.62","-30126.59"
"4114",2590000,12,2008,5,"Red",138.18,"Tre","Fritt salg","Blokkleilighet",1,"2630.5",1,0,0,0,0,0,0,4,"353.0","0.0","353.0","0.0",0,1,1,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-04,"4601/39/389/5","4601","39","389","5",23643472,"Indre Steinsvik 8 C","indre steinsvik",8,"D","H0201","5237","Småhus",2545156,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6724210.33","-34707.82"
"4117",2930000,66,1954,2,"Orange",271.48,"Tre","Fritt salg","Annet",1,"471.7",0,0,0,0,0,0,0,2,"234.0","0.0","234.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-17,"4601/148/120/1","4601","148","120","1",139609514,"Øvre Lyngbø 19","øvre lyngbø",21,NA,"H0101","5164","Småhus",3349741,"Kjede/atriumhus","Bolig","Bolig","6732949.58","-35429.48"
"4119",3e+06,47,1973,6,"Orange",116.5,"Tre","Gave","Frittliggende enebolig",1,"242287.6",1,1,0,0,0,0,0,1,"288.0","0.0","288.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-24,"4627/7/4/NA","4627","7","4","NA",13599858,"Maltvikaneset 7","maltvikaneset",7,NA,"H0101","5300","Småhus",3382029,"Enebolig","Bolig","Bolig","6736761.23","-36880.31"
"4142",2710000,17,2003,4,"Red",132.54,"Betong","Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,1,3,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-14,"4601/37/294/6","4601","37","294","6",20773820,"Grunnane 27","grunnane",27,NA,"H0201","5251","Boligblokker",2324282,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"4143",6125000,4,2016,5,"Orange",130.2,"Tre","Fritt salg","Tomannsbolig",1,"603.5",0,0,0,0,0,0,0,1,"163.0","0.0","163.0","100.0",0,1,1,"163.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-06,"4601/8/260/NA","4601","8","260","NA",300532145,"Rambjøllevegen 40","rambjøllevegen",40,NA,"H0101","5221","Småhus",3135854,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6727387.83","-30588.92"
"4148",1475000,6,2014,6,"Red",112.69,"Tre","Opphør av samboerskap","Annet",1,"12548.8",1,1,0,0,0,0,0,4,"349.0","0.0","349.0","1.0",0,1,1,"83.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-22,"4601/129/400/6","4601","129","400","6",300095515,"Håkonshellaveien 129 D","håkonshellaveien",129,"C","H0201","5174","Småhus",2364137,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730242.2","-40249.38"
"4149",3050000,6,2014,6,"Red",112.69,"Tre","Fritt salg","Annet",1,"12548.8",1,1,0,0,0,0,0,4,"349.0","0.0","349.0","1.0",0,2,1,"86.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-21,"4601/129/400/5","4601","129","400","5",300095515,"Håkonshellaveien 129 D","håkonshellaveien",129,"B","H0201","5174","Småhus",2358983,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730242.2","-40249.38"
"4163",2800000,8,2012,4,"Red",142.56,"Betong","Fritt salg","Blokkleilighet",1,"6849.2",1,0,0,0,0,0,0,21,"1275.0","0.0","1275.0","1.0",0,3,5,"57.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-26,"4601/11/728/71","4601","11","728","71",300090493,"Lerkerinden 65","lerkerinden",65,NA,"H0106","5099","Boligblokker",2379385,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6728366.92","-30627.93"
"4181",6650000,3,2017,5,"Green",119.6,"Betong","Fritt salg","Blokkleilighet",1,"3016.2",0,0,0,0,0,0,0,15,"1441.0","0.0","1441.0","385.0",0,5,1,"92.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-29,"4601/168/2142/14","4601","168","2142","14",300335012,"Nyhavn 15","nyhavn",15,NA,"H0301","5042","Boligblokker",3249198,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737267.91","-32464.96"
"4187",2880000,3,2017,5,"Green",119.6,"Betong","Fritt salg","Blokkleilighet",1,"3016.2",0,0,0,0,0,0,0,15,"1441.0","0.0","1441.0","385.0",0,1,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-15,"4601/168/2142/1","4601","168","2142","1",300335012,"Nyhavn 15","nyhavn",11,NA,"H0301","5042","Boligblokker",2334791,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737267.91","-32464.96"
"4188",5900000,3,2017,5,"Green",119.6,"Betong","Fritt salg","Blokkleilighet",1,"3016.2",0,0,0,0,0,0,0,15,"1441.0","0.0","1441.0","385.0",0,2,1,"92.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-22,"4601/168/2142/5","4601","168","2142","5",300335012,"Nyhavn 15","nyhavn",15,NA,"H0301","5042","Boligblokker",2491638,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737267.91","-32464.96"
"4193",3700000,3,2017,5,"Green",119.6,"Betong","Fritt salg","Blokkleilighet",1,"3016.2",0,0,0,0,0,0,0,15,"1441.0","0.0","1441.0","385.0",0,2,3,"69.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-21,"4601/168/2142/3","4601","168","2142","3",300335012,"Nyhavn 15","nyhavn",15,NA,"H0301","5042","Boligblokker",2357248,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737267.91","-32464.96"
"4218",1800000,28,1992,4,"Red",225.42,"Tre","Fritt salg","Annet",1,"1420.1",0,0,0,0,0,0,0,4,"258.0","0.0","258.0","0.0",0,1,2,"54.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-21,"4626/30/384/4","4626","30","384","4",12195834,"Stølen 8","stølen",8,NA,"U0101","5360","Småhus",2907357,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6734687.72","-46980.63"
"4219",1850000,28,1992,4,"Red",225.42,"Tre","Fritt salg","Annet",1,"1420.1",0,0,0,0,0,0,0,4,"258.0","0.0","258.0","0.0",0,1,1,"54.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-02,"4626/30/384/3","4626","30","384","3",12195834,"Stølen 8","stølen",8,NA,"U0101","5360","Småhus",1934828,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6734687.72","-46980.63"
"4222",2190000,16,2004,5,"Orange",164.02,"Tre","Fritt salg","Annet",1,"970.9",0,0,0,0,0,0,0,4,"322.0","0.0","322.0","170.0",0,2,2,"80.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-27,"4631/327/154/4","4631","327","154","4",21168726,"Hammaren 5 B","hammaren",5,"C","H0102","5919","Småhus",2933401,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6752449.88","-35403.96"
"4238",2050000,2,2018,5,"Red",124.95,"Tre","Opphør av samboerskap","Uoppgitt",1,"1674.1",0,0,0,0,0,0,0,8,"594.0","0.0","594.0","392.0",0,2,1,"70.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-21,"4601/34/593/8","4601","34","593","8",300635509,"Dolvikbakken 51","dolvikbakken",65,NA,"H0104","5252","Boligblokker",3054139,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725340.89","-36395.79"
"4255",3700000,18,2002,3,"Red",192.43,"Tre","Skifteoppgjør","Frittliggende enebolig",1,"1228.4",0,0,0,0,0,0,0,2,"202.0","0.0","202.0","0.0",0,1,1,"202.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-04,"4601/40/900/NA","4601","40","900","NA",20768258,"Tors veg 13","tors veg",13,NA,"H0101","5221","Småhus",2543164,"Enebolig","Bolig","Bolig","6725272.37","-32293.52"
"4258",2120000,83,1937,1,"Red",485.33,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,8,"27.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-03,"4601/163/18/8","4601","163","18","8",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",2964928,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4266",1870000,83,1937,1,"Red",485.33,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,10,"27.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-12,"4601/163/18/10","4601","163","18","10",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",3163826,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4276",3400000,4,2016,6,"Green",112.65,"Betong","Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,2,"90.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-23,"4601/189/422/61","4601","189","422","61",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"G","H0402","5130","Boligblokker",3224922,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
