"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer.x","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"44",3150000,6069.36416184971,130,1890,1,"G","Red",1,380.92,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"207.8",0,0,0,0,0,0,10,519,"0.0","519.0","0.0",0,2,2,50,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-22 02:00:00,"4601/164/660/3",4601,164,660,"3",139279239,"Fosswinckels gate 39","fosswinckels gate",39,NA,NA,"5008","Boligblokker",2776905,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4858922,0.69,c(-31890.95, 6733652.4)
"45",2450000,11085.9728506787,14,2007,4,"D","Red",1,185.4,"Betong",1,"Fritt salg","Tomannsbolig",1,"4067.5",1,1,0,0,0,0,2,221,"0.0","221.0","0.0",0,1,1,79,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-09 01:00:00,"4624/36/15/3",4624,36,15,"3",25374649,"Skeisstøa 49 D","skeisstøa",49,"D","U0101","5217","Småhus",284458,"Tomannsbolig, horisontaldelt","Bolig","Bolig",8,2361078,25.42,c(-30819.18, 6708933.65)
"46",3350000,15158.371040724,12,2007,4,"D","Red",1,185.4,"Betong",1,"Fritt salg","Tomannsbolig",1,"4067.5",1,1,0,0,0,0,2,221,"0.0","221.0","0.0",0,1,1,142,6,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-19 02:00:00,"4624/36/15/4",4624,36,15,"4",25374649,"Skeisstøa 49 D","skeisstøa",49,"C","U0101","5217","Småhus",843586,"Tomannsbolig, horisontaldelt","Bolig","Bolig",12,2361076,25.42,c(-30819.18, 6708933.65)
"47",2700000,11637.9310344828,136,1884,1,"G","Red",1,655.4,"Tre",4,"Fritt salg","Blokkleilighet",1,"97.6",0,0,0,0,1,0,4,232,"0.0","232.0","0.0",1,1,1,57,2,1,1,1,0,4,"Kjelleretasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-29 02:00:00,"4601/167/1468/1",4601,167,1468,"1",139322568,"WESENBERGSMAUET 11 A","koren wibergs plass",15,NA,NA,"5003","Småhus",2804724,"Andre småhus m/3 boliger el fl","Bolig","Bolig",3,4871913,0.72,c(-31798.84, 6735005.55)
"48",4050000,17456.8965517241,137,1884,1,"G","Red",1,655.4,"Tre",4,"Fritt salg","Blokkleilighet",1,"97.6",0,0,0,0,1,0,4,232,"0.0","232.0","0.0",1,1,1,60,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-29 02:00:00,"4601/167/1468/2",4601,167,1468,"2",139322568,"WESENBERGSMAUET 11 A","wesenbergsmauet",11,"A",NA,"5003","Småhus",501022,"Andre småhus m/3 boliger el fl","Bolig","Bolig",9,4871910,0.72,c(-31798.84, 6735005.55)
"49",2220000,23125,14,2005,4,"D","Orange",2,187.28,"Tre",4,"Fritt salg","Tomannsbolig",1,"947.2",0,0,0,0,0,0,1,96,"0.0","96.0","0.0",0,1,1,65,5,2,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-17 02:00:00,"4631/108/275/2",4631,108,275,"2",23981319,"BAKKEN 17 A","bakken",17,"A","H0101","5955","Småhus",832753,"Tomannsbolig, vertikaldelt","Bolig","Bolig",7,2209979,39.98,c(-35324.14, 6774167.97)
"50",2200000,3111.73974540311,13,2008,4,"D","Red",1,167.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,6,707,"0.0","707.0","0.0",0,2,2,77,3,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-05-14 02:00:00,"4626/8/95/10",4626,8,95,"10",24660745,"Halsvardtjørna 26 C","halsvardtjørna",24,"B","H0301","5357","Boligblokker",572202,"Terrassehus","Bolig","Bolig",7,553001,17.8,c(-49188.67, 6729600.42)
"51",2200000,3111.73974540311,12,2008,4,"D","Red",1,167.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,6,707,"0.0","707.0","0.0",0,2,1,77,3,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-03-26 01:00:00,"4626/8/95/9",4626,8,95,"9",24660745,"Halsvardtjørna 26 C","halsvardtjørna",26,"B","H0301","5357","Boligblokker",2273434,"Terrassehus","Bolig","Bolig",5,552989,17.8,c(-49188.67, 6729600.42)
"52",2050000,2899.5756718529,12,2008,4,"D","Red",1,167.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,6,707,"0.0","707.0","0.0",0,3,2,64,2,1,1,1,0,2,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-09-07 02:00:00,"4626/8/95/16",4626,8,95,"16",24660745,"Halsvardtjørna 26 C","halsvardtjørna",24,"C","H0301","5357","Boligblokker",2981449,"Terrassehus","Bolig","Bolig",4,553026,17.8,c(-49188.67, 6729600.42)
"53",1980000,2212.2905027933,63,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,2,2,38,1,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-19 02:00:00,"4601/158/279/5",4601,158,279,"5",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",450688,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",5,4843878,2.18,c(-31641.51, 6732176.57)
"54",2850000,3184.35754189944,61,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,2,1,69,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-26 02:00:00,"4601/158/279/4",4601,158,279,"4",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",984814,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",6,4843877,2.18,c(-31641.51, 6732176.57)
"55",2950000,3296.08938547486,61,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,2,3,69,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04 02:00:00,"4601/158/279/6",4601,158,279,"6",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",399801,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4843882,2.18,c(-31641.51, 6732176.57)
"56",2275000,2541.89944134078,62,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,1,1,49,2,1,1,1,0,3,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-03 01:00:00,"4601/158/279/10",4601,158,279,"10",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",3272884,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4843884,2.18,c(-31641.51, 6732176.57)
"57",3750000,4189.94413407821,63,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,1,1,93,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-27 02:00:00,"4601/158/279/1",4601,158,279,"1",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",485747,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",11,4843881,2.18,c(-31641.51, 6732176.57)
"58",1420000,1586.59217877095,61,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,1,2,20,1,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-01 01:00:00,"4601/158/279/2",4601,158,279,"2",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",1302555,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,4843880,2.18,c(-31641.51, 6732176.57)
"59",1850000,2067.03910614525,62,1958,2,"F","Orange",2,321.46,"Betong",1,"Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,11,895,"0.0","895.0","0.0",0,3,2,38,1,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-19 02:00:00,"4601/158/279/8",4601,158,279,"8",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",3193275,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",3,4843887,2.18,c(-31641.51, 6732176.57)
"60",1950000,4802.95566502463,86,1933,2,"F","Orange",2,438.43,"Betong",1,"Fritt salg","Blokkleilighet",1,"247.9",0,0,0,0,0,0,6,406,"0.0","406.0","0.0",0,1,2,35,1,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-15 02:00:00,"4601/158/341/2",4601,158,341,"2",139215125,"SYGNAGATEN 9","sygnagaten",9,NA,"H0101","5055","Småhus",551753,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4844055,2.27,c(-31743.94, 6732071.56)
"61",1790000,4408.86699507389,87,1933,2,"F","Orange",2,438.43,"Betong",1,"Fritt salg","Blokkleilighet",1,"247.9",0,0,0,0,0,0,6,406,"0.0","406.0","0.0",0,1,1,35,1,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-09 02:00:00,"4601/158/341/1",4601,158,341,"1",139215125,"SYGNAGATEN 9","sygnagaten",9,NA,"H0101","5055","Småhus",3154633,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig",8,4844054,2.27,c(-31743.94, 6732071.56)
"62",4350000,1024.97643732328,27,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,5,3,70,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-17 02:00:00,"4601/168/1952/27",4601,168,1952,"27",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",660888,"Terrassehus","Bolig","Bolig",9,4816364,5.05,c(-33109.28, 6739252.67)
"63",6890000,1623.4684260132,27,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,6,3,112,3,1,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-17 01:00:00,"4601/168/1952/33",4601,168,1952,"33",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",1309769,"Terrassehus","Bolig","Bolig",9,4816370,5.05,c(-33109.28, 6739252.67)
"64",3150000,742.224316682375,26,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,2,2,60,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-10 01:00:00,"4601/168/1952/5",4601,168,1952,"5",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",1556240,"Terrassehus","Bolig","Bolig",6,4816349,5.05,c(-33109.28, 6739252.67)
"65",6550000,1543.35532516494,27,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,3,1,91,4,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-05 02:00:00,"4601/168/1952/13",4601,168,1952,"13",9540105,"Lønborglien 286","lønborglien",284,NA,"H0202","5039","Boligblokker",737275,"Terrassehus","Bolig","Bolig",9,4816344,5.05,c(-33109.28, 6739252.67)
"66",2600000,612.62959472196,25,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,2,5,60,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-05 02:00:00,"4601/168/1952/8",4601,168,1952,"8",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",2834753,"Terrassehus","Bolig","Bolig",6,4816352,5.05,c(-33109.28, 6739252.67)
"67",3150000,742.224316682375,27,1995,4,"D","Red",1,181.94,"Betong",1,"Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,34,4244,"0.0","4244.0","0.0",0,2,3,60,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-01 02:00:00,"4601/168/1952/6",4601,168,1952,"6",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",967249,"Terrassehus","Bolig","Bolig",5,4816350,5.05,c(-33109.28, 6739252.67)
"68",4350000,1241.43835616438,30,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,6,1,139,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01 01:00:00,"4601/11/676/71",4601,11,676,"71",9486550,"Nordre Nattlandsfjellet 104 A","nattlandsrinden",84,NA,"H0403","5098","Boligblokker",248811,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",14,4807895,5.67,c(-29895.8, 6729075.64)
"69",2800000,799.086757990868,29,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,3,1,88,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-20 01:00:00,"4601/11/676/29",4601,11,676,"29",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",2005382,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",10,7443444,5.67,c(-29895.8, 6729075.64)
"70",3600000,1027.39726027397,29,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,6,1,139,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05 01:00:00,"4601/11/676/72",4601,11,676,"72",9486550,"Nordre Nattlandsfjellet 104 A","nattlandsrinden",88,NA,"H0403","5098","Boligblokker",2071715,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,7443562,5.67,c(-29895.8, 6729075.64)
"71",3000000,856.164383561644,29,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,1,3,88,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-22 02:00:00,"4601/11/676/3",4601,11,676,"3",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",2491750,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",10,4807879,5.67,c(-29895.8, 6729075.64)
"72",6100000,1740.86757990868,30,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,6,1,139,4,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-12 02:00:00,"4601/11/676/70",4601,11,676,"70",9486550,"Nordre Nattlandsfjellet 104 A","nattlandsrinden",80,NA,"H0403","5098","Boligblokker",857090,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",10,7443337,5.67,c(-29895.8, 6729075.64)
"73",2700000,770.547945205479,30,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,1,6,88,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-21 02:00:00,"4601/11/676/6",4601,11,676,"6",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",903653,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",13,7443421,5.67,c(-29895.8, 6729075.64)
"74",3050000,870.433789954338,31,1991,4,"D","Red",1,171.22,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,31,3504,"0.0","3504.0","0.0",0,1,5,88,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-18 02:00:00,"4601/11/676/5",4601,11,676,"5",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",794665,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,7443420,5.67,c(-29895.8, 6729075.64)
"75",2450000,5420.35398230089,11,2008,4,"D","Orange",2,202.07,"Tre",4,"Fritt salg","Blokkleilighet",1,"685.1",0,0,0,0,0,0,6,452,"0.0","452.0","0.0",0,1,1,73,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2019,"2019Q3",2019-07-26 02:00:00,"4627/17/591/3",4627,17,591,"3",300000677,"DJUPEDALEN 30 A","djupedalen",30,"C","H0101","5310","Småhus",866605,"Andre småhus m/3 boliger el fl","Bolig","Bolig",8,247411,12.37,c(-41859.98, 6741840.72)
"76",2450000,5420.35398230089,13,2008,4,"D","Orange",2,202.07,"Tre",4,"Fritt salg","Blokkleilighet",1,"685.1",0,0,0,0,0,0,6,452,"0.0","452.0","0.0",0,1,1,73,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2021,"2021Q4",2021-10-04 02:00:00,"4627/17/591/2",4627,17,591,"2",300000677,"DJUPEDALEN 30 A","djupedalen",30,"B","H0101","5310","Småhus",1229497,"Andre småhus m/3 boliger el fl","Bolig","Bolig",7,247427,12.37,c(-41859.98, 6741840.72)
"77",3305000,17036.0824742268,26,1995,4,"D","Orange",2,219.61,"Tre",4,"Fritt salg","Blokkleilighet",1,"3346.8",1,0,0,0,0,0,2,194,"0.0","194.0","0.0",0,1,1,76,3,1,1,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-02 02:00:00,"4601/34/465/1",4601,34,465,"1",9544003,"Storrinden 109 C","storrinden",109,"D","H0101","5252","Småhus",816242,"Tomannsbolig, vertikaldelt","Bolig","Bolig",8,4816719,10.13,c(-36630.85, 6725295.15)
"78",3650000,18814.4329896907,26,1995,4,"D","Orange",2,219.61,"Tre",4,"Fritt salg","Tomannsbolig",1,"3346.8",1,0,0,0,0,0,2,194,"0.0","194.0","0.0",0,1,1,118,5,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-21 01:00:00,"4601/34/465/9",4601,34,465,"9",9544003,"Storrinden 109 C","storrinden",109,"C","H0101","5252","Småhus",82532,"Tomannsbolig, vertikaldelt","Bolig","Bolig",12,4816720,10.13,c(-36630.85, 6725295.15)
"79",2590000,18633.0935251799,13,2007,4,"D","Red",1,172.72,"Tre",4,"Fritt salg","Blokkleilighet",1,"6265.7",1,0,0,0,0,0,2,139,"0.0","139.0","0.0",0,2,1,68,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-19 02:00:00,"4624/44/501/11",4624,44,501,"11",21720593,"Halhjemsmarka 191 B","halhjemsmarka",191,"B",NA,"5208","Boligblokker",2621846,"Tomannsbolig, horisontaldelt","Bolig","Bolig",7,2359105,28.62,c(-29946.22, 6705778.06)
"80",2850000,1339.28571428571,14,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,5,6,66,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-08 02:00:00,"4601/216/1150/30",4601,216,1150,"30",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",522144,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,4830108,5.32,c(-33040.27, 6739543.38)
"81",3050000,1433.27067669173,15,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,3,6,66,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-02 02:00:00,"4601/216/1150/18",4601,216,1150,"18",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",2531830,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4830092,5.32,c(-33040.27, 6739543.38)
"82",3250000,1527.25563909774,17,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,1,1,63,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-01 02:00:00,"4601/216/1150/1",4601,216,1150,"1",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",840656,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4830078,5.32,c(-33040.27, 6739543.38)
"83",2540000,1193.60902255639,16,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,5,2,45,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-28 02:00:00,"4601/216/1150/26",4601,216,1150,"26",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",923998,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4830104,5.32,c(-33040.27, 6739543.38)
"84",3110000,1461.46616541353,17,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,5,3,44,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-29 02:00:00,"4601/216/1150/27",4601,216,1150,"27",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",952076,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4830105,5.32,c(-33040.27, 6739543.38)
"85",2562000,1203.94736842105,17,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,3,2,45,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-18 01:00:00,"4601/216/1150/14",4601,216,1150,"14",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",64497,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4830100,5.32,c(-33040.27, 6739543.38)
"86",2620000,1231.2030075188,16,2005,3,"E","Red",1,197.63,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,2128,"0.0","2128.0","0.0",0,1,2,45,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-03 01:00:00,"4601/216/1150/2",4601,216,1150,"2",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",1526072,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,4830079,5.32,c(-33040.27, 6739543.38)
