"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"3991",2390000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,2,3,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-24,"4601/116/273/9","4601","116","273","9",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",714837,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"3992",3880000,2,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,2,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-14,"4601/116/273/8","4601","116","273","8",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",1282891,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"3994",3590000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,4,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-28,"4601/116/273/17","4601","116","273","17",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",743570,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"3996",3215000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,5,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4601/116/273/5","4601","116","273","5",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",721609,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"3998",2715000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,1,"52.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4601/116/273/1","4601","116","273","1",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",721878,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"3999",3415000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,5,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-21,"4601/116/273/20","4601","116","273","20",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",712686,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4000",5115000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,5,3,"103.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-28,"4601/116/273/22","4601","116","273","22",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",746070,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4002",5515000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,6,3,"96.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-20,"4601/116/273/26","4601","116","273","26",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",701269,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4004",7465000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,7,4,"113.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-20,"4601/116/273/31","4601","116","273","31",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",701485,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4006",5215000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,5,4,"105.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-21,"4601/116/273/23","4601","116","273","23",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",711622,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4008",2290000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4601/116/273/2","4601","116","273","2",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",721804,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4009",3700000,1,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,3,1,"63.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-11,"4601/116/273/12","4601","116","273","12",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",3011373,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4011",4300000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,7,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-16,"4601/116/273/29","4601","116","273","29",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",1507506,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4012",2800000,3,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,3,"49.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-24,"4601/116/273/3","4601","116","273","3",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",688739,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4013",3850000,3,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,4,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-14,"4601/116/273/16","4601","116","273","16",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",282688,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4014",4015000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,5,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-21,"4601/116/273/21","4601","116","273","21",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",711774,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4016",2915000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,6,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4601/116/273/6","4601","116","273","6",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",721945,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4017",1990000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,1,4,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4601/116/273/4","4601","116","273","4",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",721665,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4018",4902500,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,3,4,"105.0",4,2,2,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-24,"4601/116/273/15","4601","116","273","15",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",715295,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4019",4015000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,6,2,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-20,"4601/116/273/25","4601","116","273","25",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",701195,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4020",3515000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,6,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-20,"4601/116/273/24","4601","116","273","24",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",701549,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4022",3525000,1,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,7,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-05,"4601/116/273/28","4601","116","273","28",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",2551301,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4023",4915000,0,2019,4,"Green",181.06,"Betong","Fritt salg","Blokkleilighet",1,"6581.3",0,0,0,0,0,0,0,31,"2741.0","0.0","2741.0","478.0",0,3,3,"103.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-01,"4601/116/273/14","4601","116","273","14",300653401,"Sandslimarka 261","sandslimarka",261,NA,"H0104","5254","Boligblokker",753126,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724029.18","-35962.27"
"4024",3300000,2,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,2,"65.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-03,"4601/146/319/26","4601","146","319","26",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",1018837,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4025",4400000,5,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,2,"84.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-01,"4601/146/319/24","4601","146","319","24",300410491,"Gravdalslien 45","gravdalslien",45,NA,"H0102","5165","Boligblokker",587928,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4027",2700000,4,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,2,"40.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-30,"4601/146/319/22","4601","146","319","22",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",1057912,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4028",3500000,3,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,1,1,"71.0",3,1,2,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-23,"4601/146/319/23","4601","146","319","23",300410491,"Gravdalslien 45","gravdalslien",43,NA,"H0102","5165","Boligblokker",2257259,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4029",4375000,4,2017,5,"Red",119.19,"Betong","Fritt salg","Blokkleilighet",1,"9005.6",1,0,0,0,0,0,0,11,"1117.0","0.0","1117.0","500.0",0,2,2,"84.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-29,"4601/146/319/28","4601","146","319","28",300410491,"Gravdalslien 45","gravdalslien",45,NA,"H0102","5165","Boligblokker",791365,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734235.3","-35719.99"
"4030",5500000,102,1920,1,"Yellow",342.81,"Tre","Fritt salg","Frittliggende enebolig",2,"589.9",0,0,0,0,0,0,0,3,"198.0","0.0","198.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-01,"4601/154/159/NA","4601","154","159","NA",139629949,"Svingen 25 B","svingen",25,"B",NA,"5161","Småhus",461372,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733278.0","-33378.89"
"4036",5500000,102,1920,1,"Yellow",342.81,"Tre","Fritt salg","Frittliggende enebolig",2,"589.9",0,0,0,0,0,0,0,3,"198.0","0.0","198.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-01,"4601/154/159/NA","4601","154","159","NA",139629949,"Svingen 25 B","svingen",25,"B",NA,"5161","Småhus",461372,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733278.0","-33378.89"
"4042",5500000,102,1920,1,"Yellow",342.81,"Tre","Fritt salg","Frittliggende enebolig",2,"589.9",0,0,0,0,0,0,0,3,"198.0","0.0","198.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-01,"4601/154/159/NA","4601","154","159","NA",139629949,"Svingen 25 B","svingen",25,"B",NA,"5161","Småhus",461372,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733278.0","-33378.89"
"4048",5500000,140,1880,1,"Red",427.88,"Betong","Fritt salg","Blokkleilighet",1,"152.6",0,0,0,0,0,0,0,8,"461.0","0.0","461.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Loft","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-31,"4601/164/622/8","4601","164","622","8",139278852,"Rosenbergsgaten 40","rosenbergsgaten",40,NA,"H0301","5015","Boligblokker",2285961,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733937.03","-32132.67"
"4050",4250000,142,1880,1,"Red",427.88,"Betong","Fritt salg","Blokkleilighet",1,"152.6",0,0,0,0,0,0,0,8,"461.0","0.0","461.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-18,"4601/164/622/2","4601","164","622","2",139278852,"Rosenbergsgaten 40","rosenbergsgaten",40,NA,"H0301","5015","Boligblokker",197893,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733937.03","-32132.67"
"4052",2210000,142,1880,1,"Red",427.88,"Betong","Fritt salg","Blokkleilighet",1,"152.6",0,0,0,0,0,0,0,8,"461.0","0.0","461.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-01,"4601/164/622/7","4601","164","622","7",139278852,"Rosenbergsgaten 40","rosenbergsgaten",40,NA,"H0301","5015","Boligblokker",360725,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733937.03","-32132.67"
"4054",3400000,30,1992,4,"Red",214.77,"Tre","Fritt salg","Blokkleilighet",1,"9555.7",1,0,0,0,0,0,0,4,"288.0","0.0","288.0","3.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-19,"4624/51/318/30","4624","51","318","30",12326645,"Kuhnlevegen 182","kuhnlevegen",182,NA,"H0101","5209","Småhus",411067,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6709514.32","-27998.65"
"4055",3600000,30,1992,4,"Red",214.77,"Tre","Fritt salg","Blokkleilighet",1,"9555.7",1,0,0,0,0,0,0,4,"288.0","0.0","288.0","3.0",0,1,1,"84.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-07,"4624/51/318/28","4624","51","318","28",12326645,"Kuhnlevegen 182","kuhnlevegen",184,NA,"H0101","5209","Småhus",255445,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6709514.32","-27998.65"
"4057",3340000,0,2019,6,"Orange",128.53,"Tre","Fritt salg","Tomannsbolig",1,"418.6",0,0,0,0,0,0,0,1,"132.0","0.0","132.0","93.0",0,1,1,"132.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-25,"4624/27/500/NA","4624","27","500","NA",300683691,"Skipavika 76 A","skipavika",76,"A","H0101","5218","Småhus",724732,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6709687.33","-34676.38"
"4059",3800000,122,1900,3,"Orange",216.37,"Mur/tegl","Fritt salg","Blokkleilighet",1,"72.5",0,0,0,0,0,0,0,3,"251.0","0.0","251.0","0.0",0,2,1,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-02,"4601/164/761/2","4601","164","761","2",139280083,"Fredrik Meltzers gate 32","fredrik meltzers gate",32,NA,"H0201","5007","Boligblokker",594025,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733583.73","-31886.81"
"4060",3980000,15,2007,5,"Orange",150.98,"Tre","Fritt salg","Blokkleilighet",1,"8528.7",0,0,0,0,0,0,0,4,"336.0","0.0","336.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-07,"4601/137/209/3","4601","137","209","3",23674823,"Drotningsvikveien 124 D","drotningsvikveien",124,"C","U0101","5179","Småhus",749755,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733247.75","-39976.18"
"4062",3170000,12,2007,5,"Orange",150.98,"Tre","Fritt salg","Blokkleilighet",1,"8528.7",0,0,0,0,0,0,0,4,"336.0","0.0","336.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-02,"4601/137/209/1","4601","137","209","1",23674823,"Drotningsvikveien 124 D","drotningsvikveien",124,"D","U0101","5179","Småhus",1158495,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733247.75","-39976.18"
"4064",5550000,5,2017,6,"Red",129.41,"Tre","Fritt salg","Rekkehus/kjede",1,"4757.4",1,0,0,0,0,0,0,1,"108.0","0.0","108.0","67.0",0,1,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-04,"4601/7/248/16","4601","7","248","16",300559138,"Øvre Sædalsvegen 203 E","øvre sædalsvegen",203,"E","H0101","5099","Småhus",731849,"Rekkehus","Bolig","Bolig","6728826.92","-29673.6"
"4066",3100000,5,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,1,"51.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-31,"4601/116/268/17","4601","116","268","17",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",355590,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4067",7950000,5,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,4,1,"118.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-29,"4601/116/268/29","4601","116","268","29",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",456315,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4069",3220000,5,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,2,"55.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-02,"4601/116/268/18","4601","116","268","18",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",466116,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4070",2800000,4,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,2,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-19,"4601/116/268/21","4601","116","268","21",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",336445,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4071",3500000,2,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-08,"4601/116/268/20","4601","116","268","20",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",1187626,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4073",2725000,4,2017,5,"Green",126,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2211.8",0,0,0,0,0,0,0,13,"891.0","0.0","891.0","304.0",0,3,2,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-22,"4601/116/268/27","4601","116","268","27",300524914,"Sandsliåsen 39","sandsliåsen",39,NA,"U0102","5254","Boligblokker",219120,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724017.28","-35404.37"
"4074",3050000,16,2006,4,"Orange",177.81,"Tre","Fritt salg","Tomannsbolig",1,"595.0",0,0,0,0,0,0,0,1,"101.0","0.0","101.0","0.0",0,1,1,"101.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-04,"4626/237/46/NA","4626","237","46","NA",23277697,"Råkebakkane 9","råkebakkane",9,NA,"H0101","5337","Småhus",481339,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6748258.62","-51158.33"
