"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest","Andelsnummer","InternIdBruksenhet"
"128",3875000,13,2008,4,"D","Lightgreen",4,163.88,"Tre",4,"Fritt salg","Blokkleilighet",1,"163.6",0,0,0,0,1,0,4,"316.0","0.0","316.0","0.0",1,1,2,"0.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-30,"4601/166/851/2",4601,166,851,"2",139301129,"Grønnevollen 7","grønnevollen",7,NA,"H0101","5016","Småhus",931913,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734111.74","-31667.12",4,4866770
"130",5250000,13,2008,4,"D","Red",1,145.47,"Betong",1,"Fritt salg","Blokkleilighet",1,"5802.5",0,0,0,0,0,0,12,"1159.0","0.0","1159.0","0.0",0,2,3,"97.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-05,"4601/140/231/7",4601,140,231,"7",25170636,"Leirvikneset 2 A","leirvikneset",2,"A","H0203","5179","Boligblokker",818744,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734005.55","-38875.87",6,4838228
"133",3500000,123,1898,1,"G","Red",1,743.03,"Tre",4,"Fritt salg","Blokkleilighet",1,"159.9",0,0,0,0,1,0,7,"382.0","0.0","382.0","0.0",1,2,1,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-16,"4601/166/762/3",4601,166,762,"3",139300491,"Skivebakken 20 A","skivebakken",20,"A","H0201","5018","Boligblokker",883866,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734265.41","-31436.5",12,4866505
"140",4900000,121,1900,1,"G","Red",1,394.31,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"275.8",0,0,0,0,0,0,7,"451.0","0.0","451.0","0.0",0,2,2,"66.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-15,"4601/167/442/5",4601,167,442,"5",139313550,"Ladegårdsgaten 19","ladegårdsgaten",19,NA,NA,"5033","Boligblokker",714956,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735218.7","-31736.23",3,4869060
"141",2850000,121,1900,1,"G","Red",1,394.31,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"275.8",0,0,0,0,0,0,7,"451.0","0.0","451.0","0.0",0,1,3,"32.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-04,"4601/167/442/3",4601,167,442,"3",139313550,"Ladegårdsgaten 19","ladegårdsgaten",19,NA,NA,"5033","Boligblokker",817196,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735218.7","-31736.23",6,4869056
"147",2100000,19,2002,5,"C","Red",1,180.99,"Betong",1,"Fritt salg","Blokkleilighet",1,"703.6",0,0,0,0,0,0,4,"340.0","0.0","340.0","0.0",0,1,1,"68.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-05,"4626/58/76/1",4626,58,76,"1",22575570,"Kvednhaugen 62 A","kvednhaugen",62,"A","U0101","5357","Småhus",1233548,"Rekkehus","Bolig","Bolig","6729813.59","-46829.25",6,357654
"149",3650000,66,1955,3,"E","Orange",2,238.23,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,3,1,"80.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-30,"4601/160/162/11",4601,160,162,"11",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",933762,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75",9,4847710
"160",2800000,30,1991,4,"D","Red",1,173.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,3,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-30,"4601/11/676/40",4601,11,676,"40",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1507161,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8",9,7443202
"162",2930000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,7,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-08,"4601/38/351/38",4601,38,351,"38",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1109230,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",13,4809239
"165",2600000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,3,"70.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-23,"4601/38/351/51",4601,38,351,"51",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1185391,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",3,4809261
"166",2235000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,1,5,"61.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-12,"4601/38/351/11",4601,38,351,"11",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1272989,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",7,4809280
"169",2070000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,9,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-08,"4601/38/351/22",4601,38,351,"22",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",846276,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",6,4809249
"170",2150000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,11,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-18,"4601/38/351/34",4601,38,351,"34",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1011818,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",3,4809255
"171",2250000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,9,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-16,"4601/38/351/45",4601,38,351,"45",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",194556,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",3,4809267
"173",2150000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,2,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-17,"4601/38/351/52",4601,38,351,"52",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1155413,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",4,4809260
"175",2410000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,14,"67.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-02,"4601/38/351/31",4601,38,351,"31",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1084197,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",3,4809258
"176",2150000,31,1990,3,"E","Red",1,194.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,8,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-13,"4601/38/351/46",4601,38,351,"46",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1280188,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12",4,4809266
"186",4300000,19,2002,4,"D","Lightgreen",4,186.89,"Betong",1,"Fritt salg","Blokkleilighet",1,"8213.0",1,0,0,0,0,0,22,"2400.0","0.0","2400.0","0.0",0,3,4,"84.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-28,"4601/168/1120/8",4601,168,1120,"8",20753382,"Breiviken 2","breiviken",2,NA,"H0103","5042","Boligblokker",495988,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737704.4","-32748.1",8,4825893
"188",2930000,89,1932,1,"G","Orange",2,509.38,"Tre",4,"Fritt salg","Blokkleilighet",1,"345.5",0,0,0,0,0,0,3,"206.0","0.0","206.0","0.0",0,1,1,"60.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-30,"4601/166/1508/1",4601,166,1508,"1",139307917,"Nystuveien 23","nystuveien",23,NA,"H0201","5019","Boligblokker",934729,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733405.69","-30288.67",4,4867794
"193",3500000,16,2005,3,"E","Red",1,220.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-12,"4601/216/1150/81",4601,216,1150,"81",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",860823,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27",5,4830022
"195",3600000,16,2005,3,"E","Red",1,220.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,6,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-16,"4601/216/1150/99",4601,216,1150,"99",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",1150599,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27",7,4830040
"196",2540000,16,2005,3,"E","Red",1,220.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,5,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-22,"4601/216/1150/94",4601,216,1150,"94",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",344776,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27",4,4830035
"198",3600000,16,2005,3,"E","Red",1,220.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,6,3,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-07,"4601/216/1150/101",4601,216,1150,"101",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",21177,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27",8,4830042
"199",3450000,16,2005,3,"E","Red",1,220.6,"Betong",1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,5,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-01,"4601/216/1150/93",4601,216,1150,"93",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",121618,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27",9,4830034
"205",2830000,90,1931,1,"G","Red",1,592.91,"Betong",1,"Fritt salg","Blokkleilighet",1,"226.9",0,0,0,0,0,0,3,"253.0","0.0","253.0","0.0",0,1,1,"72.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-14,"4601/168/585/1",4601,168,585,"1",139328957,"Formanns vei 18 B","formanns vei",18,"B","H0101","5037","Småhus",710101,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735844.31","-31580.72",7,4873715
"206",3600000,90,1931,1,"G","Red",1,592.91,"Betong",1,"Fritt salg","Blokkleilighet",1,"226.9",0,0,0,0,0,0,3,"253.0","0.0","253.0","0.0",0,1,1,"77.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-04,"4601/168/585/2",4601,168,585,"2",139328957,"Formanns vei 18 B","formanns vei",18,"B","H0101","5037","Småhus",4319,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735844.31","-31580.72",7,4873713
"207",5650000,90,1931,1,"G","Red",1,592.91,"Betong",1,"Fritt salg","Blokkleilighet",1,"226.9",0,0,0,0,0,0,3,"253.0","0.0","253.0","0.0",0,2,1,"104.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-30,"4601/168/585/3",4601,168,585,"3",139328957,"Formanns vei 18 B","formanns vei",18,"B","H0101","5037","Småhus",505809,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735844.31","-31580.72",5,6514980
"212",3850000,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,3,"54.0",2,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-22,"4601/164/46/38",4601,164,46,"38",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",340195,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7",6,4831836
"213",7100000,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,1,"93.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-03,"4601/164/46/40",4601,164,46,"40",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",1527762,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7",5,4831861
"214",3750000,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,2,"54.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-23,"4601/164/46/35",4601,164,46,"35",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1182554,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7",6,4831855
"215",4400000,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,3,2,"54.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-28,"4601/164/46/47",4601,164,46,"47",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",1352043,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7",5,4831864
"219",2690000,19,2002,4,"D","Red",1,175.17,"Betong",1,"Fritt salg","Blokkleilighet",1,"928.4",0,0,0,0,0,0,18,"1939.0","0.0","1939.0","0.0",0,2,2,"68.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-06,"4601/150/428/17",4601,150,428,"17",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",832400,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734515.48","-34498.39",8,4819784
"221",3170000,19,2002,4,"D","Red",1,175.17,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"928.4",0,0,0,0,0,0,18,"1939.0","0.0","1939.0","0.0",0,1,2,"70.0",3,1,1,1,1,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-04,"4601/150/428/2",4601,150,428,"2",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",666736,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734515.48","-34498.39",3,4819780
"222",4150000,28,1993,4,"D","Orange",2,179.1,"Tre",4,"Fritt salg","Tomannsbolig",1,"1012.0",0,0,0,0,0,0,1,"121.0","0.0","121.0","0.0",0,1,1,"121.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-02,"4601/43/832/2",4601,43,832,"2",9524290,"Midtunhaugen 90 A","midtunhaugen",90,"A","H0101","5224","Småhus",254187,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6725791.17","-31285.2",12,4814109
"223",2950000,17,2004,5,"C","Red",1,129.04,"Betong",1,"Fritt salg","Blokkleilighet",1,"2893.1",0,0,0,0,0,0,17,"1619.0","0.0","1619.0","0.0",0,1,5,"72.0",2,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-09,"4601/87/60/5",4601,87,60,"5",20790415,"Apeltunlien 26","apeltunlien",26,NA,NA,"5238","Boligblokker",1552348,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723271.4","-32758.95",7,4830269
"228",4e+06,37,1984,2,"F","Orange",2,270.72,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"273.3",0,0,0,0,0,0,1,"160.0","0.0","160.0","0.0",0,1,1,"160.0",4,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-06-14,"4601/123/415/NA",4601,123,415,"NA",139928997,"Gamle Kjøkkelvikveien 56","gamle kjøkkelvikveien",56,NA,"H0101","5178","Småhus",707070,"Rekkehus","Bolig","Bolig","6732709.4","-37567.26",8,4756793
"231",2680000,33,1988,3,"E","Red",1,255.73,"Tre",4,"Fritt salg","Rekkehus/kjede",3,"268.0",0,0,0,0,0,0,7,"766.0","0.0","766.0","260.0",0,2,1,"90.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-08,"4627/9/280/4",4627,9,280,"4",9815139,"Kleppegrend 20","kleppegrend",20,NA,"H0102","5308","Småhus",679010,"Rekkehus","Bolig","Bolig","6739072.09","-38415.61",23,94849
"240",3200000,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,3,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-02,"4601/49/295/140",4601,49,295,"140",9430601,"Vallalia 81","vallalia",81,NA,"H0301","5227","Småhus",650888,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37",10,4799358
"244",3120000,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,3,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-08,"4601/49/295/135",4601,49,295,"135",9430601,"Vallalia 81","vallalia",71,NA,"H0301","5227","Småhus",1259592,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37",4,4799363
"245",2490000,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,1,1,"76.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06,"4601/49/295/169",4601,49,295,"169",9430601,"Vallalia 81","vallaheiane",54,NA,"H0301","5227","Småhus",389690,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37",6,4799370
"250",3150000,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,3,1,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-01,"4601/37/294/64",4601,37,294,"64",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",1222447,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",7,4828567
"251",2955000,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,2,3,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-21,"4601/37/294/57",4601,37,294,"57",20773847,"Grunnane 35","grunnane",33,NA,"H0301","5251","Boligblokker",86186,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",5,4828578
"252",2510000,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",2,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,1,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-23,"4601/37/294/50",4601,37,294,"50",20773847,"Grunnane 35","grunnane",33,NA,"H0301","5251","Boligblokker",1030538,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",7,4828574
"254",2975000,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,2,1,"82.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01,"4601/37/294/58",4601,37,294,"58",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",248918,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",7,4828564
"256",2600000,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,3,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-31,"4601/37/294/62",4601,37,294,"62",20773847,"Grunnane 35","grunnane",33,NA,"H0301","5251","Boligblokker",636568,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53",5,4828576
"259",6610000,30,1991,3,"E","Orange",2,212.2,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"235.9",0,0,0,0,0,0,1,"131.0","0.0","131.0","0.0",0,1,1,"131.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-20,"4601/35/400/NA",4601,35,400,"NA",9512217,"Eldshovden 1 G","eldshovden",1,"G","H0101","5252","Småhus",1595729,"Rekkehus","Bolig","Bolig","6725040.12","-36066.44",8,4812059
