"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"4239",6010000,11,2011,5,"C",5,145.11,4,"Fritt salg","Rekkehus/kjede",1,"405.2",0,0,0,0,0,0,0,1,"100.0","0.0","100.0","1.0",0,1,1,"100.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-31,"4601/39/706/NA","4601","39","706","NA",25184602,"Vindharpevegen 22 A","vindharpevegen",22,"A","H0101","5237","Småhus",578155,"Rekkehus","Bolig","Bolig","6724181.81","-34451.39"
"4241",2350000,126,1896,1,"G",1,696.35,4,"Fritt salg","Blokkleilighet",1,"81.8",0,0,0,0,0,0,0,5,"169.0","0.0","169.0","0.0",0,2,1,"22.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-02,"4601/167/1075/3","4601","167","1075","3",139318781,"Professor Dahls gate 22","professor dahls gate",22,NA,"H0201","5031","Småhus",846307,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735078.38","-31643.07"
"4242",1850000,126,1896,1,"G",1,696.35,4,"Fritt salg","Annet",1,"81.8",0,0,0,0,0,0,0,5,"169.0","0.0","169.0","0.0",0,1,1,"49.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-23,"4601/167/1075/2","4601","167","1075","2",139318781,"Professor Dahls gate 22","professor dahls gate",22,NA,"H0201","5031","Småhus",682213,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735078.38","-31643.07"
"4243",3405000,16,2006,5,"C",1,151.13,4,"Fritt salg","Tomannsbolig",1,"730.2",0,0,0,0,0,0,0,1,"119.0","0.0","119.0","1.0",0,1,1,"119.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-01,"4624/61/134/1","4624","61","134","1",21725668,"Hjellevegen 74 A","hjellevegen",74,"A","H0101","5211","Småhus",359833,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6712034.68","-26281.53"
"4245",2750000,14,2008,5,"C",1,117.98,1,"Fritt salg","Blokkleilighet",1,"1990.7",0,0,0,0,0,0,0,15,"1666.0","0.0","1666.0","520.0",0,1,2,"70.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-06,"4601/148/698/4","4601","148","698","4",23642921,"Øvre Lyngbø 6 H","øvre lyngbø",6,"E","H0201","5164","Boligblokker",1387063,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732801.65","-35399.01"
"4247",5620000,43,1979,2,"F",2,280.24,4,"Fritt salg","Frittliggende enebolig",1,"535.6",0,0,0,0,0,0,0,1,"161.0","0.0","161.0","104.0",0,1,1,"161.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-27,"4601/216/1007/NA","4601","216","1007","NA",139707885,"Eidsvåglien 1","eidsvåglien",1,NA,"H0101","5104","Småhus",699086,"Kjede/atriumhus","Bolig","Bolig","6739693.1","-32767.62"
"4249",2190000,32,1990,3,"E",2,171.81,4,"Fritt salg","Rekkehus/kjede",1,"678.7",0,0,0,0,0,0,0,4,"232.0","0.0","232.0","0.0",0,1,1,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2022,"2022Q1",2022-03-21,"4631/323/192/3","4631","323","192","3",13006997,"Galtenesvegen 33 D","galtenesvegen",33,"D","H0101","5918","Boligblokker",312972,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6748274.15","-35192.61"
"4251",1e+07,20,2002,3,"E",1,192.43,4,"Fritt salg","Frittliggende enebolig",1,"1228.4",0,0,0,0,0,0,0,2,"202.0","0.0","202.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-02,"4601/40/900/NA","4601","40","900","NA",20768258,"Tors veg 13","tors veg",13,NA,"H0101","5221","Småhus",468544,"Enebolig","Bolig","Bolig","6725272.37","-32293.52"
"4265",2370000,85,1937,1,"G",1,485.33,2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,4,"33.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-24,"4601/163/18/4","4601","163","18","4",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",1337647,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4267",4250000,85,1937,1,"G",1,485.33,2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,2,15,"35.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/163/18/29","4601","163","18","29",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",870843,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4268",2450000,85,1937,1,"G",1,485.33,2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,12,"27.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-21,"4601/163/18/12","4601","163","18","12",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",668425,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4270",2300000,85,1937,1,"G",1,485.33,2,"Fritt salg","Blokkleilighet",1,"1547.3",0,0,0,0,0,0,0,30,"1755.0","0.0","1755.0","620.0",0,1,2,"33.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-15,"4601/163/18/2","4601","163","18","2",139711688,"Møllendalsveien 63 A","møllendalsveien",63,"A","H0108","5009","Boligblokker",1031865,"Annen bygning for bofellesskap","Bolig","Bolig","6732524.03","-30627.08"
"4272",3150000,18,2004,3,"E",1,178.86,1,"Fritt salg","Blokkleilighet",1,"9126.4",1,0,0,0,0,0,0,2,"190.0","0.0","190.0","0.0",0,1,1,"70.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-08,"4601/189/359/39","4601","189","359","39",20796774,"Myrdalshovden 76","myrdalshovden",76,NA,"H0101","5130","Boligblokker",152564,"Rekkehus","Bolig","Bolig","6743176.24","-30873.89"
"4278",4490000,6,2016,6,"B",5,112.65,1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,1,"100.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-14,"4601/189/422/59","4601","189","422","59",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"E","H0402","5130","Boligblokker",1161306,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4280",3325000,6,2016,6,"B",5,112.65,1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,4,3,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-20,"4601/189/422/82","4601","189","422","82",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"D","H0402","5130","Boligblokker",1188555,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4286",4490000,6,2016,6,"B",5,112.65,1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,1,"98.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-30,"4601/189/422/64","4601","189","422","64",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"H","H0402","5130","Boligblokker",576652,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4287",3100000,6,2016,6,"B",5,112.65,1,"Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,4,2,"47.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-07,"4601/189/422/87","4601","189","422","87",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"G","H0402","5130","Boligblokker",387642,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4291",4500000,62,1960,2,"F",3,281.91,4,"Fritt salg","Frittliggende enebolig",1,"893.7",0,0,0,0,0,0,0,1,"154.0","0.0","154.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-28,"4627/10/265/NA","4627","10","265","NA",13611203,"Flaggdalen 21","flaggdalen",21,NA,NA,"5302","Småhus",453031,"Enebolig","Bolig","Bolig","6736894.35","-39198.04"
"4293",6890000,31,1991,3,"E",1,210.86,4,"Fritt salg","Frittliggende enebolig",1,"585.4",0,0,0,0,0,0,0,1,"193.0","0.0","193.0","0.0",0,1,1,"193.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-01,"4601/26/323/NA","4601","26","323","NA",9510591,"Nils Langhelles vei 28 C","nils langhelles vei",28,"C","H0101","5148","Småhus",234333,"Enebolig","Bolig","Bolig","6729962.8","-33512.66"
